PDB,C-Br,C-C,C-Cl,C-F,C-I,C-N,C-O,C-P,C-S,N-Br,N-C,N-Cl,N-F,N-I,N-N,N-O,N-P,N-S,O-Br,O-C,O-Cl,O-F,O-I,O-N,O-O,O-P,O-S,S-Br,S-C,S-Cl,S-F,S-I,S-N,S-O,S-P,S-S
10gs,0,2908,0,0,0,399,787,0,144,0,735,0,0,0,110,209,0,40,0,702,0,0,0,100,201,0,38,0,42,0,0,0,9,15,0,3
11gs,0,3045,291,0,0,406,1240,0,147,0,811,73,0,0,110,324,0,40,0,798,65,0,0,107,319,0,39,0,42,2,0,0,9,16,0,3
13gs,0,2109,0,0,0,459,597,0,114,0,556,0,0,0,113,163,0,24,0,551,0,0,0,116,172,0,27,0,13,0,0,0,1,5,0,0
16pk,0,1893,0,395,0,809,1397,360,0,0,543,0,153,0,199,446,121,0,0,608,0,143,0,235,464,119,0,0,36,0,2,0,22,17,3,0
184l,0,2036,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
185l,0,1673,0,0,0,216,0,0,0,0,405,0,0,0,52,0,0,0,0,450,0,0,0,57,0,0,0,0,20,0,0,0,3,0,0,0
186l,0,2051,0,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
187l,0,1679,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
188l,0,1652,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,433,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
1a07,0,1897,0,0,0,193,337,0,0,0,574,0,0,0,66,114,0,0,0,523,0,0,0,54,101,0,0,0,30,0,0,0,5,9,0,0
1a08,0,1998,0,227,0,192,663,113,0,0,595,0,75,0,66,221,38,0,0,551,0,69,0,53,206,36,0,0,30,0,2,0,5,13,1,0
1a0q,0,2461,0,0,0,137,808,175,0,0,654,0,0,0,41,207,50,0,0,550,0,0,0,29,196,39,0,0,3,0,0,0,0,0,0,0
1a1b,0,1953,0,0,0,207,802,116,0,0,591,0,0,0,70,265,39,0,0,542,0,0,0,60,256,39,0,0,29,0,0,0,5,13,1,0
