PDB,C-Br,C-C,C-Cl,C-F,C-I,C-N,C-O,C-P,C-S,N-Br,N-C,N-Cl,N-F,N-I,N-N,N-O,N-P,N-S,O-Br,O-C,O-Cl,O-F,O-I,O-N,O-O,O-P,O-S,S-Br,S-C,S-Cl,S-F,S-I,S-N,S-O,S-P,S-S
10gs,0,405,0,0,0,56,118,0,23,0,94,0,0,0,18,39,0,4,0,75,0,0,0,15,32,0,4,0,0,0,0,0,0,0,0,0
11gs,0,407,51,0,0,59,176,0,25,0,96,9,0,0,16,47,0,5,0,82,8,0,0,17,41,0,3,0,0,0,0,0,0,0,0,0
13gs,0,307,0,0,0,61,88,0,21,0,58,0,0,0,11,21,0,3,0,57,0,0,0,11,17,0,3,0,0,0,0,0,0,0,0,0
16pk,0,277,0,34,0,145,181,41,0,0,82,0,17,0,36,63,21,0,0,83,0,9,0,39,55,14,0,0,0,0,0,0,0,0,0,0
184l,0,352,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
185l,0,283,0,0,0,31,0,0,0,0,34,0,0,0,4,0,0,0,0,36,0,0,0,3,0,0,0,0,5,0,0,0,1,0,0,0
186l,0,364,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
187l,0,285,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
188l,0,266,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1a07,0,249,0,0,0,23,47,0,0,0,87,0,0,0,8,14,0,0,0,58,0,0,0,3,11,0,0,0,6,0,0,0,0,0,0,0
1a08,0,282,0,54,0,23,108,22,0,0,104,0,25,0,9,44,12,0,0,62,0,18,0,4,30,6,0,0,7,0,2,0,0,2,1,0
1a0q,0,376,0,0,0,17,106,20,0,0,81,0,0,0,7,33,9,0,0,42,0,0,0,3,19,4,0,0,0,0,0,0,0,0,0,0
1a1b,0,268,0,0,0,23,143,24,0,0,96,0,0,0,9,59,13,0,0,62,0,0,0,3,41,7,0,0,6,0,0,0,0,3,1,0
1a1c,0,297,0,0,0,22,142,25,0,0,105,0,0,0,8,59,13,0,0,66,0,0,0,3,39,7,0,0,6,0,0,0,0,3,1,0
1a1e,0,276,0,0,0,22,142,23,0,0,99,0,0,0,8,60,12,0,0,59,0,0,0,3,36,7,0,0,6,0,0,0,0,3,1,0
1a28,0,543,0,0,0,0,64,0,0,0,78,0,0,0,0,16,0,0,0,90,0,0,0,0,12,0,0,0,50,0,0,0,0,2,0,0
1a30,0,302,0,0,0,48,166,0,0,0,73,0,0,0,17,43,0,0,0,93,0,0,0,18,56,0,0,0,0,0,0,0,0,0,0,0
1a3e,0,483,0,0,0,45,87,0,0,0,119,0,0,0,11,22,0,0,0,99,0,0,0,11,24,0,0,0,9,0,0,0,0,2,0,0
1a42,0,218,0,0,0,65,129,0,75,0,56,0,0,0,18,23,0,19,0,44,0,0,0,14,14,0,12,0,0,0,0,0,0,0,0,0
1a4h,0,399,0,0,0,37,134,0,0,0,96,0,0,0,13,29,0,0,0,117,0,0,0,14,46,0,0,0,16,0,0,0,1,4,0,0
1a4k,0,426,0,0,0,54,79,0,0,0,118,0,0,0,17,31,0,0,0,94,0,0,0,13,17,0,0,0,0,0,0,0,0,0,0,0
1a4r,0,186,0,0,0,140,186,43,0,0,50,0,0,0,36,56,15,0,0,49,0,0,0,38,61,16,0,0,9,0,0,0,3,8,1,0
1a4w,0,499,0,0,0,147,51,0,21,0,104,0,0,0,40,18,0,5,0,120,0,0,0,49,15,0,4,0,9,0,0,0,5,2,0,0
1a50,0,348,0,32,0,30,135,34,0,0,31,0,1,0,2,42,11,0,0,62,0,3,0,6,42,13,0,0,0,0,0,0,0,0,0,0
1a52,0,473,0,0,0,0,54,0,0,0,58,0,0,0,0,13,0,0,0,62,0,0,0,0,10,0,0,0,22,0,0,0,0,3,0,0
1a5h,0,513,0,0,0,113,20,0,0,0,146,0,0,0,32,7,0,0,0,141,0,0,0,35,6,0,0,0,13,0,0,0,4,0,0,0
1a69,0,250,0,0,0,100,124,0,0,0,81,0,0,0,32,50,0,0,0,76,0,0,0,32,34,0,0,0,14,0,0,0,4,8,0,0
1a8i,0,209,0,0,0,42,167,0,0,0,65,0,0,0,14,54,0,0,0,70,0,0,0,16,62,0,0,0,0,0,0,0,0,0,0,0
1a8t,0,471,0,0,0,114,39,0,0,0,130,0,0,0,45,11,0,0,0,96,0,0,0,29,15,0,0,0,3,0,0,0,4,0,0,0
1a94,0,703,0,0,0,173,165,0,0,0,192,0,0,0,50,46,0,0,0,224,0,0,0,52,60,0,0,0,0,0,0,0,0,0,0,0
1a99,0,166,0,0,0,76,0,0,0,0,16,0,0,0,10,0,0,0,0,35,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
1a9m,0,574,0,0,0,139,118,0,0,0,170,0,0,0,50,33,0,0,0,164,0,0,0,36,39,0,0,0,0,0,0,0,0,0,0,0
1a9q,0,140,0,0,0,111,33,0,0,0,32,0,0,0,25,5,0,0,0,39,0,0,0,30,9,0,0,0,3,0,0,0,3,1,0,0
1aaq,0,580,0,0,0,96,130,0,0,0,147,0,0,0,28,36,0,0,0,177,0,0,0,34,51,0,0,0,0,0,0,0,0,0,0,0
1abf,0,168,0,0,0,0,136,0,0,0,49,0,0,0,0,41,0,0,0,54,0,0,0,0,43,0,0,0,12,0,0,0,0,10,0,0
1add,0,318,0,0,0,117,107,0,0,0,69,0,0,0,26,22,0,0,0,72,0,0,0,29,21,0,0,0,9,0,0,0,2,7,0,0
1adl,0,396,0,0,0,0,51,0,0,0,81,0,0,0,0,7,0,0,0,81,0,0,0,0,5,0,0,0,14,0,0,0,0,4,0,0
1ado,0,53,0,0,0,0,130,27,0,0,27,0,0,0,0,53,9,0,0,17,0,0,0,0,45,9,0,0,0,0,0,0,0,0,0,0
1af2,0,304,0,0,0,65,201,0,0,0,62,0,0,0,14,50,0,0,0,67,0,0,0,14,49,0,0,0,8,0,0,0,4,3,0,0
1afk,0,155,0,0,0,105,155,36,0,0,59,0,0,0,43,60,16,0,0,44,0,0,0,31,39,8,0,0,7,0,0,0,6,0,0,0
1afl,0,158,0,0,0,105,176,42,0,0,60,0,0,0,45,64,16,0,0,51,0,0,0,33,43,10,0,0,7,0,0,0,6,0,0,0
1ag9,0,468,0,0,0,140,288,37,0,0,100,0,0,0,38,84,10,0,0,109,0,0,0,35,88,12,0,0,4,0,0,0,1,5,1,0
1agm,0,496,0,0,0,31,343,0,0,0,87,0,0,0,7,58,0,0,0,151,0,0,0,9,93,0,0,0,0,0,0,0,0,0,0,0
1ahx,0,257,0,0,0,0,61,0,0,0,51,0,0,0,0,16,0,0,0,45,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1ahy,0,121,0,0,0,0,119,0,0,0,36,0,0,0,0,36,0,0,0,18,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
1ai4,0,237,0,0,0,0,116,0,0,0,40,0,0,0,0,22,0,0,0,45,0,0,0,0,24,0,0,0,6,0,0,0,0,1,0,0
1ai5,0,238,0,0,0,31,115,0,0,0,32,0,0,0,5,24,0,0,0,46,0,0,0,7,29,0,0,0,6,0,0,0,1,1,0,0
1ai6,0,271,0,0,0,0,95,0,0,0,44,0,0,0,0,19,0,0,0,51,0,0,0,0,18,0,0,0,6,0,0,0,0,1,0,0
1ai7,0,216,0,0,0,0,40,0,0,0,31,0,0,0,0,6,0,0,0,40,0,0,0,0,5,0,0,0,6,0,0,0,0,1,0,0
1aid,0,368,32,25,0,11,8,0,32,0,49,6,4,0,3,0,0,7,0,70,8,4,0,2,2,0,7,0,0,0,0,0,0,0,0,0
1aj6,0,321,0,0,0,26,141,0,0,0,89,0,0,0,9,47,0,0,0,65,0,0,0,10,40,0,0,0,1,0,0,0,0,0,0,0
1aj7,0,264,0,0,0,37,194,35,0,0,78,0,0,0,8,48,7,0,0,46,0,0,0,3,26,6,0,0,0,0,0,0,0,0,0,0
1ajn,0,237,0,0,0,35,110,0,0,0,40,0,0,0,3,24,0,0,0,41,0,0,0,5,22,0,0,0,4,0,0,0,1,1,0,0
1ajp,0,239,0,0,0,0,109,0,0,0,39,0,0,0,0,22,0,0,0,56,0,0,0,0,26,0,0,0,7,0,0,0,0,1,0,0
1ajq,0,211,0,0,0,0,61,0,33,0,35,0,0,0,0,13,0,4,0,36,0,0,0,0,12,0,8,0,5,0,0,0,0,0,0,1
1ajv,0,740,0,0,0,45,134,0,21,0,184,0,0,0,8,35,0,5,0,209,0,0,0,14,44,0,7,0,0,0,0,0,0,0,0,0
1ajx,0,715,0,0,0,43,112,0,0,0,172,0,0,0,8,27,0,0,0,191,0,0,0,15,39,0,0,0,0,0,0,0,0,0,0,0
1akq,0,411,0,0,0,118,263,34,0,0,94,0,0,0,32,85,12,0,0,93,0,0,0,32,88,13,0,0,3,0,0,0,1,5,1,0
1akr,0,397,0,0,0,116,258,33,0,0,86,0,0,0,30,81,11,0,0,91,0,0,0,29,88,13,0,0,3,0,0,0,1,5,1,0
1akt,0,406,0,0,0,122,260,33,0,0,93,0,0,0,33,82,12,0,0,97,0,0,0,31,93,13,0,0,3,0,0,0,1,5,1,0
1aku,0,380,0,0,0,118,261,34,0,0,97,0,0,0,30,82,11,0,0,92,0,0,0,33,84,13,0,0,4,0,0,0,1,5,1,0
1akv,0,411,0,0,0,120,264,35,0,0,97,0,0,0,32,88,12,0,0,98,0,0,0,34,88,13,0,0,3,0,0,0,1,5,1,0
1akw,0,417,0,0,0,123,259,33,0,0,84,0,0,0,29,79,11,0,0,89,0,0,0,29,86,13,0,0,3,0,0,0,1,5,1,0
1al7,0,293,0,0,0,54,37,0,19,0,47,0,0,0,17,15,0,6,0,47,0,0,0,22,9,0,6,0,7,0,0,0,0,0,0,1
1al8,0,275,0,0,0,19,55,0,0,0,46,0,0,0,7,17,0,0,0,34,0,0,0,4,11,0,0,0,15,0,0,0,0,0,0,0
1alw,0,225,0,0,0,0,29,0,6,0,49,0,0,0,0,10,0,4,0,28,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1amk,0,63,0,0,0,0,162,30,0,0,22,0,0,0,0,57,11,0,0,18,0,0,0,0,58,10,0,0,0,0,0,0,0,1,0,0
1amw,0,172,0,0,0,105,154,33,0,0,36,0,0,0,21,51,12,0,0,48,0,0,0,33,48,10,0,0,9,0,0,0,5,2,0,0
1anf,0,315,0,0,0,0,299,0,0,0,61,0,0,0,0,61,0,0,0,58,0,0,0,0,55,0,0,0,4,0,0,0,0,5,0,0
1ao0,0,233,0,0,0,115,185,30,0,0,91,0,0,0,47,68,11,0,0,61,0,0,0,23,62,10,0,0,0,0,0,0,0,0,0,0
1apb,0,163,0,0,0,0,137,0,0,0,48,0,0,0,0,44,0,0,0,54,0,0,0,0,40,0,0,0,12,0,0,0,0,10,0,0
1apv,0,441,0,48,0,72,106,0,0,0,86,0,8,0,15,25,0,0,0,184,0,16,0,27,51,0,0,0,0,0,0,0,0,0,0,0
1apw,0,438,0,47,0,71,83,0,0,0,83,0,10,0,15,19,0,0,0,185,0,16,0,27,41,0,0,0,0,0,0,0,0,0,0,0
1aqc,0,715,0,0,0,148,216,0,0,0,173,0,0,0,26,51,0,0,0,161,0,0,0,33,41,0,0,0,0,0,0,0,0,0,0,0
1aqi,0,303,0,0,0,165,100,0,15,0,65,0,0,0,32,25,0,5,0,80,0,0,0,38,30,0,6,0,0,0,0,0,0,0,0,0
1aqj,0,322,0,0,0,193,94,0,0,0,70,0,0,0,37,20,0,0,0,85,0,0,0,42,28,0,0,0,0,0,0,0,0,0,0,0
1at5,0,257,0,0,0,39,175,0,0,0,59,0,0,0,11,42,0,0,0,37,0,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0
1at6,0,279,0,0,0,42,181,0,0,0,64,0,0,0,11,49,0,0,0,40,0,0,0,6,37,0,0,0,0,0,0,0,0,0,0,0
1atl,0,358,0,0,0,21,93,0,16,0,120,0,0,0,9,32,0,4,0,115,0,0,0,6,31,0,4,0,0,0,0,0,0,0,0,0
