PDB,C-Br,C-C,C-Cl,C-F,C-I,C-N,C-O,C-P,C-S,N-Br,N-C,N-Cl,N-F,N-I,N-N,N-O,N-P,N-S,O-Br,O-C,O-Cl,O-F,O-I,O-N,O-O,O-P,O-S,S-Br,S-C,S-Cl,S-F,S-I,S-N,S-O,S-P,S-S
10gs,0,2204,0,0,0,294,570,0,101,0,526,0,0,0,75,150,0,29,0,506,0,0,0,76,141,0,28,0,28,0,0,0,5,12,0,1
11gs,0,2272,233,0,0,301,896,0,107,0,578,62,0,0,76,240,0,31,0,565,48,0,0,77,227,0,29,0,35,2,0,0,5,13,0,1
13gs,0,1623,0,0,0,346,460,0,93,0,426,0,0,0,87,117,0,20,0,412,0,0,0,87,128,0,23,0,7,0,0,0,0,5,0,0
16pk,0,1419,0,277,0,634,1035,249,0,0,419,0,111,0,168,343,91,0,0,458,0,108,0,181,351,93,0,0,19,0,0,0,18,9,2,0
184l,0,1607,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
185l,0,1336,0,0,0,169,0,0,0,0,315,0,0,0,40,0,0,0,0,331,0,0,0,40,0,0,0,0,14,0,0,0,2,0,0,0
186l,0,1620,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
187l,0,1346,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
188l,0,1309,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
1a07,0,1390,0,0,0,147,259,0,0,0,436,0,0,0,47,88,0,0,0,380,0,0,0,38,67,0,0,0,25,0,0,0,4,6,0,0
1a08,0,1495,0,182,0,150,494,81,0,0,460,0,65,0,43,178,34,0,0,420,0,58,0,37,158,30,0,0,25,0,2,0,3,10,1,0
1a0q,0,1838,0,0,0,103,602,123,0,0,486,0,0,0,27,156,30,0,0,408,0,0,0,19,132,24,0,0,1,0,0,0,0,0,0,0
1a1b,0,1456,0,0,0,154,611,85,0,0,454,0,0,0,48,214,32,0,0,409,0,0,0,38,193,31,0,0,25,0,0,0,3,10,1,0
1a1c,0,1538,0,0,0,150,610,86,0,0,478,0,0,0,46,214,32,0,0,435,0,0,0,36,189,31,0,0,26,0,0,0,3,10,1,0
1a1e,0,1502,0,0,0,155,606,84,0,0,467,0,0,0,48,211,34,0,0,424,0,0,0,37,181,29,0,0,26,0,0,0,3,10,1,0
1a28,0,3212,0,0,0,0,303,0,0,0,667,0,0,0,0,64,0,0,0,657,0,0,0,0,68,0,0,0,120,0,0,0,0,9,0,0
