PDB,C-Br,C-C,C-Cl,C-F,C-I,C-N,C-O,C-P,C-S,N-Br,N-C,N-Cl,N-F,N-I,N-N,N-O,N-P,N-S,O-Br,O-C,O-Cl,O-F,O-I,O-N,O-O,O-P,O-S,S-Br,S-C,S-Cl,S-F,S-I,S-N,S-O,S-P,S-S
10gs,0,3285,0,0,0,478,915,0,168,0,864,0,0,0,131,240,0,46,0,809,0,0,0,125,233,0,42,0,44,0,0,0,9,16,0,3
11gs,0,3492,323,0,0,481,1412,0,176,0,947,83,0,0,133,359,0,46,0,899,75,0,0,128,369,0,41,0,49,2,0,0,10,18,0,3
13gs,0,2375,0,0,0,516,666,0,117,0,628,0,0,0,123,182,0,30,0,634,0,0,0,128,193,0,31,0,16,0,0,0,2,8,0,0
16pk,0,2154,0,472,0,907,1615,406,0,0,626,0,174,0,229,502,137,0,0,682,0,167,0,267,529,136,0,0,42,0,2,0,26,18,4,0
184l,0,2265,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,598,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
185l,0,1845,0,0,0,236,0,0,0,0,464,0,0,0,59,0,0,0,0,494,0,0,0,66,0,0,0,0,21,0,0,0,3,0,0,0
186l,0,2262,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
187l,0,1847,0,0,0,0,0,0,0,0,457,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
188l,0,1842,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
1a07,0,2151,0,0,0,224,399,0,0,0,647,0,0,0,76,126,0,0,0,600,0,0,0,63,115,0,0,0,37,0,0,0,6,10,0,0
1a08,0,2290,0,259,0,230,765,124,0,0,679,0,79,0,74,241,40,0,0,631,0,78,0,62,228,40,0,0,37,0,2,0,5,13,1,0
1a0q,0,2762,0,0,0,156,920,189,0,0,709,0,0,0,45,246,52,0,0,636,0,0,0,38,218,43,0,0,10,0,0,0,0,0,0,0
1a1b,0,2242,0,0,0,237,921,127,0,0,672,0,0,0,77,288,41,0,0,623,0,0,0,67,277,42,0,0,34,0,0,0,5,14,1,0
1a1c,0,2354,0,0,0,228,914,126,0,0,684,0,0,0,78,289,41,0,0,663,0,0,0,63,275,42,0,0,37,0,0,0,5,14,1,0
1a1e,0,2270,0,0,0,236,904,126,0,0,667,0,0,0,77,286,41,0,0,649,0,0,0,66,272,40,0,0,35,0,0,0,5,14,1,0
1a28,0,4901,0,0,0,0,447,0,0,0,1079,0,0,0,0,97,0,0,0,1074,0,0,0,0,102,0,0,0,130,0,0,0,0,11,0,0
1a30,0,2562,0,0,0,478,1366,0,0,0,701,0,0,0,135,377,0,0,0,742,0,0,0,139,414,0,0,0,2,0,0,0,1,1,0,0
1a3e,0,4190,0,0,0,640,1224,0,0,0,1150,0,0,0,176,347,0,0,0,1103,0,0,0,175,317,0,0,0,48,0,0,0,8,16,0,0
1a42,0,2101,0,0,0,605,994,0,640,0,554,0,0,0,162,269,0,186,0,489,0,0,0,150,257,0,166,0,12,0,0,0,4,5,0,3
1a4h,0,4304,0,0,0,357,1343,0,0,0,1104,0,0,0,81,338,0,0,0,1353,0,0,0,101,414,0,0,0,35,0,0,0,2,10,0,0
1a4k,0,3229,0,0,0,426,856,0,0,0,948,0,0,0,131,260,0,0,0,890,0,0,0,126,228,0,0,0,12,0,0,0,2,3,0,0
1a4r,0,1388,0,0,0,880,1446,310,0,0,353,0,0,0,228,353,76,0,0,441,0,0,0,277,426,87,0,0,20,0,0,0,14,22,4,0
1a4w,0,4145,0,0,0,1136,537,0,226,0,1084,0,0,0,309,132,0,64,0,1244,0,0,0,345,158,0,72,0,90,0,0,0,25,13,0,6
1a50,0,2597,0,236,0,231,814,198,0,0,657,0,56,0,57,202,52,0,0,721,0,62,0,64,236,59,0,0,8,0,1,0,1,4,1,0
1a52,0,3933,0,0,0,0,412,0,0,0,906,0,0,0,0,93,0,0,0,943,0,0,0,0,101,0,0,0,126,0,0,0,0,10,0,0
1a5h,0,3474,0,0,0,673,153,0,0,0,956,0,0,0,179,44,0,0,0,1091,0,0,0,214,51,0,0,0,96,0,0,0,13,5,0,0
1a69,0,2084,0,0,0,804,1043,0,0,0,602,0,0,0,236,318,0,0,0,597,0,0,0,226,308,0,0,0,57,0,0,0,22,28,0,0
